date,province,district_name,cases_count
2020-04-08,3,Dhading,1
2020-04-08,3,Kathmandu,2
2020-04-08,4,Baglung,2
2020-04-08,7,Kailali,3
2020-04-08,7,Kanchanpur,1
2020-04-12,2,Parsa,3
2020-04-13,2,Rautahat,1
2020-04-13,7,Kailali,1
2020-04-14,3,Kathmandu,2
2020-04-17,1,Udayapur,12
2020-04-17,3,Chitwan,2
2020-04-18,1,Udayapur,1
2020-04-21,1,Udayapur,11
2020-04-22,1,Udayapur,3
2020-04-23,1,Bhojpur,1
2020-04-23,1,Udayapur,1
2020-04-23,2,Dhanusa,1
2020-04-25,1,Jhapa,1
2020-04-26,1,Jhapa,1
2020-04-26,2,Parsa,2
2020-04-28,2,Rautahat,2
2020-04-29,2,Bara,2
2020-04-29,2,Parsa,1
2020-05-01,5,Banke,1
2020-05-01,5,Rupandehi,1
2020-05-03,2,Parsa,1
2020-05-03,5,Banke,15
2020-05-05,5,Banke,7
2020-05-06,2,Parsa,17
2020-05-07,5,Kapilbastu,2
2020-05-08,5,Banke,1
2020-05-09,1,Udayapur,3
2020-05-09,2,Parsa,1
2020-05-09,5,Kapilbastu,3
2020-05-10,1,Udayapur,1
2020-05-11,2,Saptari,1
2020-05-11,5,Bardiya,1
2020-05-11,5,Kapilbastu,16
2020-05-11,5,Rupandehi,6
2020-05-12,2,Bara,1
2020-05-12,2,Dhanusa,2
2020-05-12,2,Mahottari,2
2020-05-12,2,Parsa,57
2020-05-12,2,Sarlahi,1
2020-05-12,3,Bhaktapur,2
2020-05-12,3,Kathmandu,1
2020-05-12,5,Kapilbastu,8
2020-05-12,5,Rupandehi,9
2020-05-13,2,Parsa,3
2020-05-13,5,Banke,1
2020-05-13,5,Kapilbastu,9
2020-05-13,5,Nawalparasi West,1
2020-05-13,5,Rupandehi,12
2020-05-14,2,Dhanusa,1
2020-05-14,3,Dhading,1
2020-05-14,3,Kathmandu,2
2020-05-14,4,Nawalparasi East,1
2020-05-14,5,Kapilbastu,1
2020-05-15,1,Udayapur,1
2020-05-15,2,Parsa,4
2020-05-15,3,Kathmandu,1
2020-05-15,3,Makwanpur,1
2020-05-15,5,Banke,8
2020-05-15,5,Dang,3
2020-05-16,2,Dhanusa,2
2020-05-16,2,Mahottari,1
2020-05-16,2,Parsa,2
2020-05-16,2,Sarlahi,1
2020-05-16,2,Siraha,1
2020-05-16,3,Chitwan,1
2020-05-16,3,Kavrepalanchok,1
2020-05-16,3,Sindhupalchok,1
2020-05-16,5,Bardiya,1
2020-05-16,5,Kapilbastu,3
2020-05-17,1,Dhankuta,1
2020-05-17,1,Morang,2
2020-05-17,2,Rautahat,10
2020-05-17,5,Banke,1
2020-05-18,1,Jhapa,1
2020-05-18,1,Khotang,1
2020-05-18,1,Morang,1
2020-05-18,1,Sunsari,1
2020-05-18,2,Bara,1
2020-05-18,2,Dhanusa,3
2020-05-18,2,Rautahat,9
2020-05-18,3,Dhading,1
2020-05-18,5,Banke,59
2020-05-18,5,Dang,1
2020-05-18,5,Gulmi,1
2020-05-18,6,Dailekh,1
2020-05-19,1,Jhapa,9
2020-05-19,1,Morang,1
2020-05-19,1,Sunsari,1
2020-05-19,2,Sarlahi,2
2020-05-19,3,Bhaktapur,1
2020-05-19,3,Kathmandu,3
2020-05-19,3,Lalitpur,1
2020-05-19,3,Makwanpur,1
2020-05-19,3,Ramechhap,1
2020-05-19,3,Sindhuli,1
2020-05-19,4,Lamjung,1
2020-05-19,5,Kapilbastu,4
2020-05-19,5,Nawalparasi West,1
2020-05-20,1,Dhankuta,5
2020-05-20,5,Banke,6
2020-05-20,5,Kapilbastu,13
2020-05-20,5,Nawalparasi West,1
2020-05-21,1,Dhankuta,1
2020-05-21,1,Jhapa,23
2020-05-21,1,Sunsari,1
2020-05-21,5,Banke,2
2020-05-21,5,Dang,1
2020-05-21,5,Kapilbastu,1
2020-05-21,5,Rupandehi,1
2020-05-22,1,Morang,1
2020-05-22,2,Bara,6
2020-05-22,2,Saptari,1
2020-05-22,2,Sarlahi,15
2020-05-22,3,Bhaktapur,1
2020-05-22,3,Chitwan,2
2020-05-22,3,Makwanpur,1
2020-05-22,4,Nawalparasi East,1
2020-05-22,5,Banke,14
2020-05-22,5,Kapilbastu,9
2020-05-22,5,Nawalparasi West,3
2020-05-22,7,Baitadi,1
2020-05-22,7,Dadeldhura,1
2020-05-22,7,Kailali,3
2020-05-23,1,Jhapa,1
2020-05-23,2,Bara,1
2020-05-23,2,Sarlahi,13
2020-05-23,3,Chitwan,1
2020-05-23,3,Kathmandu,1
2020-05-23,5,Banke,27
2020-05-23,5,Bardiya,1
2020-05-23,5,Kapilbastu,8
2020-05-23,5,Rupandehi,8
2020-05-23,6,Surkhet,3
2020-05-23,7,Baitadi,4
2020-05-24,1,Morang,1
2020-05-24,2,Bara,1
2020-05-24,2,Parsa,3
2020-05-24,2,Rautahat,1
2020-05-24,2,Sarlahi,1
2020-05-24,3,Kathmandu,1
2020-05-24,3,Nuwakot,1
2020-05-24,5,Gulmi,1
2020-05-24,5,Kapilbastu,3
2020-05-24,5,Rupandehi,6
2020-05-25,2,Bara,24
2020-05-25,2,Dhanusa,3
2020-05-25,2,Parsa,1
2020-05-25,2,Rautahat,26
2020-05-25,2,Saptari,2
2020-05-25,3,Kathmandu,4
2020-05-25,5,Banke,4
2020-05-25,5,Bardiya,4
2020-05-25,5,Kapilbastu,3
2020-05-25,6,Dailekh,7
2020-05-25,7,Achham,1
2020-05-26,2,Bara,3
2020-05-26,2,Dhanusa,1
2020-05-26,2,Mahottari,2
2020-05-26,2,Rautahat,22
2020-05-26,2,Siraha,5
2020-05-26,4,Syangja,2
2020-05-26,5,Arghakhanchi,2
2020-05-26,5,Banke,8
2020-05-26,5,Gulmi,2
2020-05-26,5,Kapilbastu,26
2020-05-26,5,Rupandehi,1
2020-05-26,6,Jumla,2
2020-05-26,6,Surkhet,12
2020-05-26,7,Achham,1
2020-05-26,7,Kailali,1
2020-05-27,1,Jhapa,17
2020-05-27,2,Bara,7
2020-05-27,2,Rautahat,36
2020-05-27,2,Saptari,11
2020-05-27,2,Siraha,2
2020-05-27,3,Makwanpur,1
2020-05-27,4,Baglung,5
2020-05-27,4,Myagdi,1
2020-05-27,5,Banke,16
2020-05-27,5,Dang,15
2020-05-27,5,Rukum East,3
2020-05-28,1,Jhapa,25
2020-05-28,1,Solukhumbu,1
2020-05-28,2,Dhanusa,28
2020-05-28,2,Mahottari,18
2020-05-28,2,Rautahat,20
2020-05-28,2,Saptari,14
2020-05-28,2,Sarlahi,7
2020-05-28,2,Siraha,6
2020-05-28,3,Dolakha,2
2020-05-28,3,Makwanpur,1
2020-05-28,4,Nawalparasi East,1
2020-05-28,4,Syangja,3
2020-05-28,5,Banke,1
2020-05-28,5,Bardiya,3
2020-05-28,6,Dailekh,8
2020-05-28,6,Surkhet,14
2020-05-28,7,Bajhang,1
2020-05-28,7,Darchula,1
2020-05-28,7,Kailali,2
2020-05-29,1,Jhapa,28
2020-05-29,2,Bara,4
2020-05-29,2,Parsa,5
2020-05-29,2,Rautahat,56
2020-05-29,2,Saptari,4
2020-05-29,2,Sarlahi,5
2020-05-29,4,Myagdi,1
2020-05-29,4,Nawalparasi East,2
2020-05-29,5,Arghakhanchi,1
2020-05-29,5,Banke,10
2020-05-29,5,Dang,2
2020-05-29,5,Kapilbastu,51
2020-05-29,5,Rupandehi,1
2020-05-30,1,Jhapa,1
2020-05-30,1,Sankhuwasabha,2
2020-05-30,2,Bara,1
2020-05-30,2,Dhanusa,7
2020-05-30,2,Mahottari,4
2020-05-30,2,Parsa,2
2020-05-30,2,Rautahat,6
2020-05-30,2,Saptari,9
2020-05-30,2,Sarlahi,17
2020-05-30,2,Siraha,11
2020-05-30,3,Lalitpur,1
2020-05-30,5,Dang,5
2020-05-30,5,Kapilbastu,109
2020-05-30,6,Dailekh,14
2020-05-31,1,Jhapa,4
2020-05-31,1,Morang,1
2020-05-31,2,Dhanusa,21
2020-05-31,2,Parsa,5
2020-05-31,2,Rautahat,29
2020-05-31,2,Saptari,12
2020-05-31,2,Sarlahi,10
2020-05-31,4,Syangja,2
2020-05-31,4,Tanahu,1
2020-05-31,5,Banke,8
2020-05-31,5,Kapilbastu,5
2020-05-31,6,Dailekh,18
2020-05-31,6,Kalikot,18
2020-05-31,6,Salyan,25
2020-05-31,6,Surkhet,1
2020-05-31,7,Bajura,3
2020-05-31,7,Kailali,3
2020-06-01,1,Jhapa,2
2020-06-01,1,Udayapur,1
2020-06-01,2,Dhanusa,7
2020-06-01,2,Mahottari,2
2020-06-01,2,Rautahat,18
2020-06-01,2,Sarlahi,38
2020-06-01,2,Siraha,5
2020-06-01,3,Dolakha,1
2020-06-01,3,Makwanpur,1
2020-06-01,4,Nawalparasi East,4
2020-06-01,5,Banke,7
2020-06-01,5,Dang,9
2020-06-01,5,Gulmi,1
2020-06-01,5,Kapilbastu,51
2020-06-01,5,Palpa,2
2020-06-01,5,Rupandehi,2
2020-06-01,6,Dailekh,60
2020-06-01,6,Salyan,10
2020-06-01,6,Surkhet,5
2020-06-01,7,Achham,1
2020-06-01,7,Baitadi,1
2020-06-01,7,Doti,1
2020-06-01,7,Kailali,14
2020-06-01,7,Kanchanpur,1
2020-06-02,1,Sunsari,1
2020-06-02,2,Bara,1
2020-06-02,2,Dhanusa,6
2020-06-02,2,Mahottari,2
2020-06-02,2,Rautahat,74
2020-06-02,2,Sarlahi,21
2020-06-02,2,Siraha,17
2020-06-02,3,Bhaktapur,1
2020-06-02,3,Dhading,1
2020-06-02,3,Kathmandu,4
2020-06-02,3,Nuwakot,2
2020-06-02,4,Nawalparasi East,1
2020-06-02,4,Parbat,5
2020-06-02,4,Syangja,5
2020-06-02,5,Banke,17
2020-06-02,5,Bardiya,3
2020-06-02,5,Dang,17
2020-06-02,5,Kapilbastu,16
2020-06-02,5,Nawalparasi West,1
2020-06-02,5,Pyuthan,1
2020-06-02,5,Rupandehi,10
2020-06-02,6,Dailekh,9
2020-06-02,6,Salyan,18
2020-06-02,6,Surkhet,27
2020-06-02,7,Achham,10
2020-06-02,7,Kailali,10
2020-06-02,7,Kanchanpur,8
2020-06-03,1,Dhankuta,1
2020-06-03,1,Jhapa,2
2020-06-03,1,Morang,2
2020-06-03,1,Panchthar,1
2020-06-03,1,Sunsari,7
2020-06-03,1,Taplejung,3
2020-06-03,1,Terhathum,1
2020-06-03,2,Dhanusa,1
2020-06-03,2,Mahottari,9
2020-06-03,2,Parsa,8
2020-06-03,2,Rautahat,11
2020-06-03,2,Saptari,1
2020-06-03,2,Sarlahi,15
2020-06-03,3,Kathmandu,3
2020-06-03,3,Sindhupalchok,1
2020-06-03,5,Dang,5
2020-06-03,5,Kapilbastu,69
2020-06-03,5,Nawalparasi West,8
2020-06-03,5,Palpa,2
2020-06-03,5,Pyuthan,2
2020-06-03,5,Rupandehi,27
2020-06-03,6,Dailekh,7
2020-06-03,6,Kalikot,7
2020-06-03,6,Salyan,3
2020-06-03,7,Doti,2
2020-06-03,7,Kailali,3
2020-06-04,1,Jhapa,5
2020-06-04,1,Khotang,3
2020-06-04,1,Morang,2
2020-06-04,1,Taplejung,1
2020-06-04,2,Bara,12
2020-06-04,2,Dhanusa,6
2020-06-04,2,Mahottari,3
2020-06-04,2,Parsa,1
2020-06-04,2,Rautahat,65
2020-06-04,2,Saptari,13
2020-06-04,2,Sarlahi,3
2020-06-04,3,Sindhuli,1
2020-06-04,4,Baglung,10
2020-06-04,4,Myagdi,1
2020-06-04,4,Parbat,4
2020-06-04,4,Syangja,1
2020-06-04,5,Banke,42
2020-06-04,5,Dang,15
2020-06-04,5,Kapilbastu,29
2020-06-04,6,Dailekh,105
2020-06-04,6,Mugu,1
2020-06-04,6,Surkhet,8
2020-06-04,7,Doti,3
2020-06-05,1,Bhojpur,5
2020-06-05,1,Jhapa,12
2020-06-05,1,Morang,6
2020-06-05,1,Sunsari,21
2020-06-05,2,Bara,3
2020-06-05,2,Dhanusa,4
2020-06-05,2,Mahottari,17
2020-06-05,2,Rautahat,6
2020-06-05,3,Dolakha,1
2020-06-05,3,Kavrepalanchok,5
2020-06-05,3,Ramechhap,18
2020-06-05,3,Sindhuli,2
2020-06-05,4,Gorkha,1
2020-06-05,4,Kaski,1
2020-06-05,4,Tanahu,2
2020-06-05,5,Arghakhanchi,1
2020-06-05,5,Dang,1
2020-06-05,5,Gulmi,1
2020-06-05,5,Kapilbastu,44
2020-06-05,5,Nawalparasi West,2
2020-06-05,5,Palpa,1
2020-06-05,5,Rupandehi,18
2020-06-05,6,Dailekh,90
2020-06-05,6,Humla,1
2020-06-05,6,Jumla,3
2020-06-05,6,Surkhet,1
2020-06-05,7,Achham,1
2020-06-05,7,Bajhang,1
2020-06-05,7,Dadeldhura,5
2020-06-05,7,Kailali,4
2020-06-06,1,Morang,2
2020-06-06,1,Sunsari,5
2020-06-06,2,Dhanusa,8
2020-06-06,2,Mahottari,35
2020-06-06,2,Rautahat,6
2020-06-06,2,Saptari,8
2020-06-06,2,Sarlahi,27
2020-06-06,3,Bhaktapur,1
2020-06-06,3,Kathmandu,6
2020-06-06,4,Baglung,1
2020-06-06,4,Kaski,3
2020-06-06,4,Syangja,10
2020-06-06,5,Arghakhanchi,1
2020-06-06,5,Banke,12
2020-06-06,5,Bardiya,28
2020-06-06,5,Kapilbastu,50
2020-06-06,5,Nawalparasi West,5
2020-06-06,5,Rupandehi,3
2020-06-06,6,Dailekh,47
2020-06-06,6,Dolpa,1
2020-06-06,6,Jajarkot,5
2020-06-06,6,Salyan,38
2020-06-06,6,Surkhet,10
2020-06-06,7,Achham,1
2020-06-06,7,Bajhang,6
2020-06-06,7,Dadeldhura,1
2020-06-06,7,Kailali,2
2020-06-06,7,Kanchanpur,1
2020-06-07,1,Sankhuwasabha,10
2020-06-07,2,Sarlahi,84
2020-06-07,3,Bhaktapur,2
2020-06-07,4,Kaski,38
2020-06-07,5,Pyuthan,20
2020-06-07,6,Jumla,54
2020-06-07,7,Doti,5
2020-06-08,1,Jhapa,9
2020-06-08,1,Morang,9
2020-06-08,1,Panchthar,1
2020-06-08,1,Sunsari,1
2020-06-08,2,Bara,7
2020-06-08,2,Dhanusa,15
2020-06-08,2,Mahottari,12
2020-06-08,2,Parsa,8
2020-06-08,2,Rautahat,11
2020-06-08,2,Saptari,22
2020-06-08,2,Sarlahi,106
2020-06-08,4,Kaski,1
2020-06-08,4,Syangja,1
2020-06-08,5,Arghakhanchi,31
2020-06-08,5,Banke,1
2020-06-08,5,Bardiya,18
2020-06-08,5,Dang,4
2020-06-08,5,Gulmi,1
2020-06-08,5,Kapilbastu,24
2020-06-08,5,Nawalparasi West,2
2020-06-08,5,Palpa,1
2020-06-08,5,Pyuthan,8
2020-06-08,5,Rupandehi,5
2020-06-08,6,Dailekh,10
2020-06-08,6,Salyan,5
2020-06-08,6,Surkhet,1
2020-06-09,1,Ilam,1
2020-06-09,1,Morang,3
2020-06-09,1,Sunsari,1
2020-06-09,2,Dhanusa,45
2020-06-09,2,Mahottari,50
2020-06-09,2,Rautahat,21
2020-06-09,2,Saptari,7
2020-06-09,2,Sarlahi,17
2020-06-09,2,Siraha,12
2020-06-09,3,Chitwan,24
2020-06-09,3,Dhading,1
2020-06-09,3,Nuwakot,2
2020-06-09,4,Baglung,11
2020-06-09,4,Myagdi,1
2020-06-09,4,Nawalparasi East,15
2020-06-09,5,Banke,9
2020-06-09,5,Dang,6
2020-06-09,5,Kapilbastu,10
2020-06-09,5,Nawalparasi West,12
2020-06-09,5,Rupandehi,20
2020-06-09,6,Jumla,2
2020-06-09,6,Salyan,12
2020-06-09,6,Surkhet,4
2020-06-09,7,Dadeldhura,7
2020-06-09,7,Darchula,10
2020-06-09,7,Kailali,1
2020-06-09,7,Kanchanpur,19
2020-06-10,1,Jhapa,5
2020-06-10,1,Morang,8
2020-06-10,1,Udayapur,4
2020-06-10,2,Dhanusa,11
2020-06-10,2,Rautahat,53
2020-06-10,2,Saptari,6
2020-06-10,2,Sarlahi,27
2020-06-10,2,Siraha,1
2020-06-10,3,Chitwan,2
2020-06-10,3,Dhading,16
2020-06-10,3,Kathmandu,3
2020-06-10,3,Nuwakot,1
2020-06-10,3,Sindhupalchok,2
2020-06-10,4,Gorkha,4
2020-06-10,4,Nawalparasi East,1
2020-06-10,5,Banke,3
2020-06-10,5,Bardiya,1
2020-06-10,5,Kapilbastu,48
2020-06-10,5,Nawalparasi West,5
2020-06-10,5,Palpa,12
2020-06-10,5,Pyuthan,6
2020-06-10,5,Rupandehi,7
2020-06-10,6,Dailekh,25
2020-06-10,6,Jajarkot,3
2020-06-10,6,Surkhet,9
2020-06-10,7,Dadeldhura,1
2020-06-10,7,Darchula,1
2020-06-10,7,Kailali,12
2020-06-10,7,Kanchanpur,2
2020-06-11,1,Jhapa,3
2020-06-11,1,Sunsari,3
2020-06-11,2,Bara,7
2020-06-11,2,Mahottari,4
2020-06-11,2,Rautahat,57
2020-06-11,2,Saptari,9
2020-06-11,2,Sarlahi,2
2020-06-11,3,Dhading,7
2020-06-11,5,Banke,13
2020-06-11,5,Dang,8
2020-06-11,5,Kapilbastu,2
2020-06-11,5,Nawalparasi West,6
2020-06-11,5,Pyuthan,4
2020-06-11,5,Rolpa,14
2020-06-11,5,Rupandehi,29
2020-06-11,6,Dailekh,48
2020-06-11,6,Surkhet,7
2020-06-11,7,Bajhang,2
2020-06-11,7,Bajura,18
2020-06-11,7,Kailali,7
2020-06-12,1,Ilam,1
2020-06-12,1,Jhapa,13
2020-06-12,1,Morang,3
2020-06-12,1,Sunsari,10
2020-06-12,1,Udayapur,3
2020-06-12,2,Bara,1
2020-06-12,2,Dhanusa,15
2020-06-12,2,Mahottari,16
2020-06-12,2,Rautahat,86
2020-06-12,2,Saptari,17
2020-06-12,2,Sarlahi,57
2020-06-12,2,Siraha,11
2020-06-12,3,Chitwan,8
2020-06-12,3,Dhading,28
2020-06-12,3,Kathmandu,1
2020-06-12,3,Nuwakot,1
2020-06-12,4,Nawalparasi East,5
2020-06-12,4,Parbat,13
2020-06-12,4,Syangja,22
2020-06-12,4,Tanahu,1
2020-06-12,5,Arghakhanchi,3
2020-06-12,5,Banke,1
2020-06-12,5,Bardiya,15
2020-06-12,5,Dang,8
2020-06-12,5,Gulmi,1
2020-06-12,5,Kapilbastu,4
2020-06-12,5,Nawalparasi West,2
2020-06-12,5,Palpa,1
2020-06-12,5,Pyuthan,2
2020-06-12,5,Rupandehi,16
2020-06-12,6,Dailekh,38
2020-06-12,6,Surkhet,45
2020-06-13,1,Jhapa,5
2020-06-13,1,Morang,4
2020-06-13,2,Bara,1
2020-06-13,2,Mahottari,1
2020-06-13,2,Parsa,6
2020-06-13,2,Rautahat,92
2020-06-13,2,Sarlahi,13
2020-06-13,3,Kathmandu,1
2020-06-13,4,Parbat,4
2020-06-13,5,Banke,18
2020-06-13,5,Bardiya,6
2020-06-13,5,Dang,2
2020-06-13,5,Gulmi,2
2020-06-13,5,Kapilbastu,25
2020-06-13,5,Nawalparasi West,1
2020-06-13,5,Rolpa,17
2020-06-13,5,Rupandehi,5
2020-06-13,6,Dailekh,30
2020-06-13,6,Surkhet,40
2020-06-14,1,Jhapa,1
2020-06-14,1,Morang,25
2020-06-14,1,Sunsari,1
