date,province,district_name,municipality_name,cases_count
2020-06-26,2,Mahottari,Aurahi Municipality,4
2020-06-26,2,Rautahat,Brindaban Municipality,51
2020-06-26,2,Siraha,Dhangadhimai Municipality,6
2020-06-26,3,Chitwan,Bharatpur Metropolitan City,12
2020-06-26,3,Kathmandu,Budhanilakantha Municipality,3
2020-06-26,3,Nuwakot,Suryagadhi Rural Municipality,1
2020-06-26,3,Sindhuli,Kamalamai Municipality,3
2020-06-26,4,Baglung,Dhorpatan Municipality,1
2020-06-26,4,Gorkha,Dharche Rural Municipality,6
2020-06-26,4,Kaski,Machhapuchchhre Rural Municipality,2
2020-06-26,4,Lamjung,Marsyangdi Rural Municipality,6
2020-06-26,4,Nawalparasi East,Hupsekot Rural Municipality,23
2020-06-26,4,Syangja,Bhirkot Municipality,1
2020-06-26,4,Tanahu,Byas Municipality,2
2020-06-26,5,Arghakhanchi,Sitganga Municipality,3
2020-06-26,5,Dang,Ghorahi Submetropolitan City,75
2020-06-26,5,Gulmi,Resunga Municipality,25
2020-06-26,5,Kapilbastu,Buddhabhumi Municipality,21
2020-06-26,5,Nawalparasi West,Sarawal Rural Municipality,2
2020-06-26,5,Palpa,Mathagadhi Rural Municipality,76
2020-06-26,5,Pyuthan,Pyuthan Municipality,20
2020-06-26,5,Rupandehi,Siyari Rural Municipality,6
2020-06-26,6,Dailekh,Mahabu Rural Municipality,5
2020-06-26,6,Jajarkot,Kuse Rural Municipality,2
2020-06-26,6,Jumla,Guthichaur Rural Municipality,3
2020-06-26,6,Mugu,Mugum Karmarong Rural Municipality,1
2020-06-26,6,Salyan,Sharada Municipality,4
2020-06-26,6,Surkhet,Birendranagar Municipality,12
2020-06-26,7,Achham,Mangalsen Municipality,1
2020-06-26,7,Baitadi,Patan Municipality,25
2020-06-26,7,Bajhang,Surma Rural Municipality,9
2020-06-26,7,Bajura,Gaumul Rural Municipality,27
2020-06-26,7,Darchula,Apihimal Rural Municipality,3
2020-06-26,7,Doti,Shikhar Municipality,46
2020-06-26,7,Kailali,Gauriganga Municipality,31
2020-06-26,7,Kanchanpur,Shuklaphanta National Park National Park,42
2020-06-27,1,Ilam,Illam Municipality,5
2020-06-27,1,Morang,Belbari Municipality,2
2020-06-27,1,Panchthar,Phidim Municipality,1
2020-06-27,1,Udayapur,Triyuga Municipality,7
2020-06-27,2,Bara,Jitpur Simara Submetropolitan City,12
2020-06-27,2,Dhanusa,Dhanusadham Municipality,3
2020-06-27,2,Mahottari,Aurahi Municipality,30
2020-06-27,2,Parsa,Paterwasugauli Rural Municipality,3
2020-06-27,2,Rautahat,Brindaban Municipality,34
2020-06-27,2,Sarlahi,Haripur Municipality,6
2020-06-27,3,Bhaktapur,Bhaktapur Municipality,1
2020-06-27,3,Chitwan,Bharatpur Metropolitan City,2
2020-06-27,3,Dhading,Netrawati Rural Municipality,3
2020-06-27,3,Kathmandu,Budhanilakantha Municipality,4
2020-06-27,3,Makwanpur,Makawanpurgadhi Rural Municipality,2
2020-06-27,3,Nuwakot,Suryagadhi Rural Municipality,6
2020-06-27,3,Rasuwa,Gosaikunda Rural Municipality,9
2020-06-27,4,Baglung,Dhorpatan Municipality,8
2020-06-27,4,Nawalparasi East,Hupsekot Rural Municipality,2
2020-06-27,4,Syangja,Bhirkot Municipality,26
2020-06-27,5,Arghakhanchi,Sitganga Municipality,18
2020-06-27,5,Banke,Rapti Sonari Rural Municipality,2
2020-06-27,5,Bardiya,Bardiya National Park National Park,4
2020-06-27,5,Dang,Ghorahi Submetropolitan City,31
2020-06-27,5,Gulmi,Resunga Municipality,7
2020-06-27,5,Kapilbastu,Buddhabhumi Municipality,8
2020-06-27,5,Palpa,Mathagadhi Rural Municipality,26
2020-06-27,5,Pyuthan,Pyuthan Municipality,49
2020-06-27,5,Rolpa,Rolpa Municipality,1
2020-06-27,5,Rupandehi,Siyari Rural Municipality,8
2020-06-27,6,Jajarkot,Kuse Rural Municipality,1
2020-06-27,6,Salyan,Sharada Municipality,13
2020-06-27,6,Surkhet,Birendranagar Municipality,7
2020-06-27,7,Achham,Mangalsen Municipality,13
2020-06-27,7,Baitadi,Patan Municipality,26
2020-06-27,7,Bajhang,Surma Rural Municipality,8
2020-06-27,7,Bajura,Gaumul Rural Municipality,78
2020-06-27,7,Dadeldhura,Alital Rural Municipality,8
2020-06-27,7,Doti,Shikhar Municipality,61
2020-06-27,7,Kailali,Gauriganga Municipality,14
2020-06-27,7,Kanchanpur,Shuklaphanta National Park National Park,5
2020-06-28,1,Ilam,Illam Municipality,1
2020-06-28,1,Jhapa,Barhadashi Rural Municipality,2
2020-06-28,1,Khotang,Rupakot Majhuwagadhi Municipality,4
2020-06-28,1,Morang,Belbari Municipality,17
2020-06-28,1,Sunsari,Ramdhuni Municipality,1
2020-06-28,1,Udayapur,Triyuga Municipality,6
2020-06-28,2,Dhanusa,Dhanusadham Municipality,10
2020-06-28,2,Mahottari,Aurahi Municipality,56
2020-06-28,2,Rautahat,Brindaban Municipality,17
2020-06-28,2,Sarlahi,Haripur Municipality,1
2020-06-28,3,Dhading,Netrawati Rural Municipality,1
2020-06-28,3,Dolakha,Bigu Rural Municipality,2
2020-06-28,3,Lalitpur,Konjyosom Rural Municipality,1
2020-06-28,3,Sindhupalchok,Jugal Rural Municipality,1
2020-06-28,4,Baglung,Dhorpatan Municipality,29
2020-06-28,4,Gorkha,Dharche Rural Municipality,1
2020-06-28,4,Kaski,Machhapuchchhre Rural Municipality,5
2020-06-28,4,Lamjung,Marsyangdi Rural Municipality,1
2020-06-28,4,Myagdi,Raghuganga Rural Municipality,2
2020-06-28,4,Nawalparasi East,Hupsekot Rural Municipality,31
2020-06-28,4,Parbat,Kushma Municipality,2
2020-06-28,4,Tanahu,Byas Municipality,6
2020-06-28,5,Arghakhanchi,Sitganga Municipality,6
2020-06-28,5,Dang,Ghorahi Submetropolitan City,34
2020-06-28,5,Gulmi,Resunga Municipality,38
2020-06-28,5,Kapilbastu,Buddhabhumi Municipality,8
2020-06-28,5,Palpa,Mathagadhi Rural Municipality,2
2020-06-28,5,Pyuthan,Pyuthan Municipality,35
2020-06-28,5,Rolpa,Rolpa Municipality,1
2020-06-28,5,Rupandehi,Siyari Rural Municipality,12
2020-06-28,6,Rukum West,Banfikot Rural Municipality,1
2020-06-28,6,Salyan,Sharada Municipality,2
2020-06-28,7,Bajura,Gaumul Rural Municipality,95
2020-06-28,7,Dadeldhura,Alital Rural Municipality,1
2020-06-28,7,Darchula,Apihimal Rural Municipality,1
2020-06-28,7,Doti,Shikhar Municipality,13
2020-06-28,7,Kailali,Gauriganga Municipality,17
2020-06-29,1,Dhankuta,Dhankuta Municipality,1
2020-06-29,1,Khotang,Rupakot Majhuwagadhi Municipality,1
2020-06-29,1,Morang,Belbari Municipality,1
2020-06-29,2,Bara,Jitpur Simara Submetropolitan City,3
2020-06-29,2,Dhanusa,Dhanusadham Municipality,6
2020-06-29,2,Mahottari,Aurahi Municipality,4
2020-06-29,2,Parsa,Paterwasugauli Rural Municipality,1
2020-06-29,2,Rautahat,Brindaban Municipality,18
2020-06-29,2,Saptari,Rupani Rural Municipality,15
2020-06-29,3,Bhaktapur,Bhaktapur Municipality,1
2020-06-29,3,Chitwan,Bharatpur Metropolitan City,4
2020-06-29,3,Dhading,Netrawati Rural Municipality,2
2020-06-29,3,Kathmandu,Budhanilakantha Municipality,6
2020-06-29,3,Kavrepalanchok,Namobuddha Municipality,1
2020-06-29,3,Lalitpur,Konjyosom Rural Municipality,1
2020-06-29,3,Makwanpur,Makawanpurgadhi Rural Municipality,1
2020-06-29,4,Baglung,Dhorpatan Municipality,14
2020-06-29,4,Gorkha,Dharche Rural Municipality,5
2020-06-29,4,Parbat,Kushma Municipality,13
2020-06-29,4,Syangja,Bhirkot Municipality,8
2020-06-29,4,Tanahu,Byas Municipality,9
2020-06-29,5,Arghakhanchi,Sitganga Municipality,38
2020-06-29,5,Dang,Ghorahi Submetropolitan City,58
2020-06-29,5,Gulmi,Resunga Municipality,20
2020-06-29,5,Kapilbastu,Buddhabhumi Municipality,2
2020-06-29,5,Palpa,Mathagadhi Rural Municipality,26
2020-06-29,5,Pyuthan,Pyuthan Municipality,9
2020-06-29,5,Rolpa,Rolpa Municipality,1
2020-06-29,5,Rupandehi,Siyari Rural Municipality,5
2020-06-29,6,Dolpa,Shey Phoksundo Rural Municipality,2
2020-06-29,6,Kalikot,Pachaljharana Rural Municipality,2
2020-06-29,6,Rukum West,Banfikot Rural Municipality,1
2020-06-29,7,Bajura,Gaumul Rural Municipality,98
2020-06-29,7,Doti,Shikhar Municipality,69
2020-06-29,7,Kailali,Gauriganga Municipality,30
2020-06-30,1,Jhapa,Barhadashi Rural Municipality,5
2020-06-30,1,Sankhuwasabha,Makalu Rural Municipality,3
2020-06-30,1,Sunsari,Ramdhuni Municipality,2
2020-06-30,1,Udayapur,Triyuga Municipality,2
2020-06-30,2,Dhanusa,Dhanusadham Municipality,3
2020-06-30,2,Mahottari,Aurahi Municipality,29
2020-06-30,2,Rautahat,Brindaban Municipality,7
2020-06-30,2,Saptari,Rupani Rural Municipality,25
2020-06-30,2,Sarlahi,Haripur Municipality,8
2020-06-30,2,Siraha,Dhangadhimai Municipality,10
2020-06-30,3,Bhaktapur,Bhaktapur Municipality,1
2020-06-30,3,Kathmandu,Budhanilakantha Municipality,12
2020-06-30,3,Lalitpur,Konjyosom Rural Municipality,1
2020-06-30,3,Sindhupalchok,Jugal Rural Municipality,2
2020-06-30,4,Baglung,Dhorpatan Municipality,1
2020-06-30,4,Gorkha,Dharche Rural Municipality,1
2020-06-30,4,Kaski,Machhapuchchhre Rural Municipality,9
2020-06-30,4,Lamjung,Marsyangdi Rural Municipality,3
2020-06-30,4,Myagdi,Raghuganga Rural Municipality,1
2020-06-30,4,Syangja,Bhirkot Municipality,4
2020-06-30,4,Tanahu,Byas Municipality,6
2020-06-30,5,Arghakhanchi,Sitganga Municipality,7
2020-06-30,5,Banke,Rapti Sonari Rural Municipality,1
2020-06-30,5,Dang,Ghorahi Submetropolitan City,21
2020-06-30,5,Gulmi,Resunga Municipality,1
2020-06-30,5,Palpa,Mathagadhi Rural Municipality,18
2020-06-30,6,Dailekh,Mahabu Rural Municipality,3
2020-06-30,6,Rukum West,Banfikot Rural Municipality,8
2020-06-30,6,Salyan,Sharada Municipality,2
2020-06-30,7,Achham,Mangalsen Municipality,27
2020-06-30,7,Baitadi,Patan Municipality,4
2020-06-30,7,Bajura,Gaumul Rural Municipality,51
2020-06-30,7,Dadeldhura,Alital Rural Municipality,3
2020-06-30,7,Doti,Shikhar Municipality,30
2020-06-30,7,Kailali,Gauriganga Municipality,5
2020-07-01,1,Ilam,Illam Municipality,2
2020-07-01,1,Jhapa,Barhadashi Rural Municipality,21
2020-07-01,1,Morang,Belbari Municipality,3
2020-07-01,1,Sunsari,Ramdhuni Municipality,1
2020-07-01,1,Taplejung,Phaktanglung Rural Municipality,1
2020-07-01,2,Bara,Jitpur Simara Submetropolitan City,1
2020-07-01,2,Dhanusa,Dhanusadham Municipality,21
2020-07-01,2,Mahottari,Aurahi Municipality,36
2020-07-01,2,Parsa,Paterwasugauli Rural Municipality,1
2020-07-01,2,Siraha,Dhangadhimai Municipality,2
2020-07-01,3,Bhaktapur,Bhaktapur Municipality,2
2020-07-01,3,Chitwan,Bharatpur Metropolitan City,12
2020-07-01,3,Kathmandu,Budhanilakantha Municipality,10
2020-07-01,3,Lalitpur,Konjyosom Rural Municipality,5
2020-07-01,4,Baglung,Dhorpatan Municipality,3
2020-07-01,4,Gorkha,Dharche Rural Municipality,3
2020-07-01,4,Kaski,Machhapuchchhre Rural Municipality,3
2020-07-01,4,Lamjung,Marsyangdi Rural Municipality,10
2020-07-01,4,Nawalparasi East,Hupsekot Rural Municipality,11
2020-07-01,4,Parbat,Kushma Municipality,1
2020-07-01,4,Syangja,Bhirkot Municipality,8
2020-07-01,4,Tanahu,Byas Municipality,1
2020-07-01,5,Arghakhanchi,Sitganga Municipality,1
2020-07-01,5,Banke,Rapti Sonari Rural Municipality,11
2020-07-01,5,Bardiya,Bardiya National Park National Park,11
2020-07-01,5,Dang,Ghorahi Submetropolitan City,2
2020-07-01,5,Gulmi,Resunga Municipality,8
2020-07-01,5,Nawalparasi West,Sarawal Rural Municipality,1
2020-07-01,5,Palpa,Mathagadhi Rural Municipality,2
2020-07-01,6,Dailekh,Mahabu Rural Municipality,2
2020-07-01,6,Jumla,Guthichaur Rural Municipality,1
2020-07-01,6,Kalikot,Pachaljharana Rural Municipality,2
2020-07-01,6,Salyan,Sharada Municipality,15
2020-07-01,6,Surkhet,Birendranagar Municipality,22
2020-07-01,7,Achham,Mangalsen Municipality,127
2020-07-01,7,Baitadi,Patan Municipality,1
2020-07-01,7,Bajhang,Surma Rural Municipality,18
2020-07-01,7,Bajura,Gaumul Rural Municipality,43
2020-07-01,7,Doti,Shikhar Municipality,20
2020-07-01,7,Kailali,Gauriganga Municipality,27
2020-07-01,7,Kanchanpur,Shuklaphanta National Park National Park,10
2020-07-02,1,Jhapa,Barhadashi Rural Municipality,1
2020-07-02,1,Khotang,Rupakot Majhuwagadhi Municipality,1
2020-07-02,1,Morang,Belbari Municipality,6
2020-07-02,1,Sunsari,Ramdhuni Municipality,4
2020-07-02,1,Udayapur,Triyuga Municipality,1
2020-07-02,2,Dhanusa,Dhanusadham Municipality,30
2020-07-02,2,Mahottari,Aurahi Municipality,13
2020-07-02,2,Saptari,Rupani Rural Municipality,10
2020-07-02,3,Bhaktapur,Bhaktapur Municipality,2
2020-07-02,3,Chitwan,Bharatpur Metropolitan City,2
2020-07-02,3,Dhading,Netrawati Rural Municipality,1
2020-07-02,3,Dolakha,Bigu Rural Municipality,2
2020-07-02,3,Kathmandu,Budhanilakantha Municipality,28
2020-07-02,3,Kavrepalanchok,Namobuddha Municipality,1
2020-07-02,3,Lalitpur,Konjyosom Rural Municipality,2
2020-07-02,3,Makwanpur,Makawanpurgadhi Rural Municipality,1
2020-07-02,3,Nuwakot,Suryagadhi Rural Municipality,1
2020-07-02,3,Ramechhap,Gokulganga Rural Municipality,1
2020-07-02,3,Rasuwa,Gosaikunda Rural Municipality,1
2020-07-02,3,Sindhuli,Kamalamai Municipality,1
2020-07-02,3,Sindhupalchok,Jugal Rural Municipality,4
2020-07-02,4,Baglung,Dhorpatan Municipality,1
2020-07-02,4,Gorkha,Dharche Rural Municipality,1
2020-07-02,4,Kaski,Machhapuchchhre Rural Municipality,1
2020-07-02,4,Lamjung,Marsyangdi Rural Municipality,16
2020-07-02,4,Parbat,Kushma Municipality,2
2020-07-02,4,Syangja,Bhirkot Municipality,2
2020-07-02,4,Tanahu,Byas Municipality,3
2020-07-02,5,Arghakhanchi,Sitganga Municipality,2
2020-07-02,5,Bardiya,Bardiya National Park National Park,1
2020-07-02,5,Dang,Ghorahi Submetropolitan City,4
2020-07-02,5,Nawalparasi West,Sarawal Rural Municipality,1
2020-07-02,5,Palpa,Mathagadhi Rural Municipality,1
2020-07-02,5,Rupandehi,Siyari Rural Municipality,1
2020-07-02,6,Dailekh,Mahabu Rural Municipality,3
2020-07-02,6,Kalikot,Pachaljharana Rural Municipality,1
2020-07-02,7,Achham,Mangalsen Municipality,31
2020-07-02,7,Bajhang,Surma Rural Municipality,35
2020-07-02,7,Doti,Shikhar Municipality,58
2020-07-02,7,Kailali,Gauriganga Municipality,165
2020-07-02,7,Kanchanpur,Shuklaphanta National Park National Park,31
2020-07-03,1,Morang,Belbari Municipality,19
2020-07-03,1,Sunsari,Ramdhuni Municipality,19
2020-07-03,2,Dhanusa,Dhanusadham Municipality,22
2020-07-03,2,Parsa,Paterwasugauli Rural Municipality,1
2020-07-03,2,Saptari,Rupani Rural Municipality,32
2020-07-03,3,Chitwan,Bharatpur Metropolitan City,21
2020-07-03,3,Kathmandu,Budhanilakantha Municipality,166
2020-07-03,3,Makwanpur,Makawanpurgadhi Rural Municipality,29
2020-07-03,4,Baglung,Dhorpatan Municipality,50
2020-07-03,4,Kaski,Machhapuchchhre Rural Municipality,15
2020-07-03,4,Syangja,Bhirkot Municipality,50
2020-07-03,5,Arghakhanchi,Sitganga Municipality,50
2020-07-03,5,Banke,Rapti Sonari Rural Municipality,28
2020-07-03,5,Dang,Ghorahi Submetropolitan City,8
2020-07-03,5,Kapilbastu,Buddhabhumi Municipality,50
2020-07-03,5,Rupandehi,Siyari Rural Municipality,1
2020-07-03,6,Dailekh,Mahabu Rural Municipality,10
2020-07-03,6,Jumla,Guthichaur Rural Municipality,1
2020-07-03,6,Surkhet,Birendranagar Municipality,53
2020-07-03,7,Kailali,Gauriganga Municipality,65
2020-07-03,7,Kanchanpur,Shuklaphanta National Park National Park,50
2020-07-04,1,Ilam,Illam Municipality,1
2020-07-04,1,Jhapa,Barhadashi Rural Municipality,5
2020-07-04,1,Morang,Belbari Municipality,6
2020-07-04,2,Dhanusa,Dhanusadham Municipality,15
2020-07-04,2,Saptari,Rupani Rural Municipality,36
2020-07-04,2,Sarlahi,Haripur Municipality,16
2020-07-04,2,Siraha,Dhangadhimai Municipality,21
2020-07-04,3,Chitwan,Bharatpur Metropolitan City,6
2020-07-04,3,Sindhupalchok,Jugal Rural Municipality,12
2020-07-04,4,Baglung,Dhorpatan Municipality,3
2020-07-04,4,Myagdi,Raghuganga Rural Municipality,3
2020-07-04,4,Nawalparasi East,Hupsekot Rural Municipality,7
2020-07-04,4,Syangja,Bhirkot Municipality,1
2020-07-04,4,Tanahu,Byas Municipality,1
2020-07-04,5,Banke,Rapti Sonari Rural Municipality,5
2020-07-04,5,Gulmi,Resunga Municipality,9
2020-07-04,5,Nawalparasi West,Sarawal Rural Municipality,4
2020-07-04,5,Palpa,Mathagadhi Rural Municipality,19
2020-07-04,5,Pyuthan,Pyuthan Municipality,8
2020-07-04,5,Rolpa,Rolpa Municipality,2
2020-07-04,5,Rupandehi,Siyari Rural Municipality,4
2020-07-04,6,Dailekh,Mahabu Rural Municipality,1
2020-07-04,7,Achham,Mangalsen Municipality,35
2020-07-04,7,Dadeldhura,Alital Rural Municipality,3
2020-07-04,7,Doti,Shikhar Municipality,3
2020-07-04,7,Kanchanpur,Shuklaphanta National Park National Park,6
2020-07-05,1,Ilam,Illam Municipality,1
2020-07-05,1,Jhapa,Barhadashi Rural Municipality,2
2020-07-05,1,Morang,Belbari Municipality,2
2020-07-05,1,Panchthar,Phidim Municipality,1
2020-07-05,1,Taplejung,Phaktanglung Rural Municipality,2
2020-07-05,2,Dhanusa,Dhanusadham Municipality,27
2020-07-05,2,Mahottari,Aurahi Municipality,12
2020-07-05,2,Parsa,Paterwasugauli Rural Municipality,1
2020-07-05,2,Rautahat,Brindaban Municipality,29
2020-07-05,2,Sarlahi,Haripur Municipality,7
2020-07-05,2,Siraha,Dhangadhimai Municipality,1
2020-07-05,3,Bhaktapur,Bhaktapur Municipality,1
2020-07-05,3,Dhading,Netrawati Rural Municipality,1
2020-07-05,3,Kathmandu,Budhanilakantha Municipality,27
2020-07-05,3,Lalitpur,Konjyosom Rural Municipality,2
2020-07-05,3,Makwanpur,Makawanpurgadhi Rural Municipality,1
2020-07-05,3,Nuwakot,Suryagadhi Rural Municipality,2
2020-07-05,3,Ramechhap,Gokulganga Rural Municipality,2
2020-07-05,3,Sindhupalchok,Jugal Rural Municipality,2
2020-07-05,4,Baglung,Dhorpatan Municipality,1
2020-07-05,4,Gorkha,Dharche Rural Municipality,1
2020-07-05,4,Kaski,Machhapuchchhre Rural Municipality,2
2020-07-05,4,Lamjung,Marsyangdi Rural Municipality,1
2020-07-05,4,Myagdi,Raghuganga Rural Municipality,1
2020-07-05,4,Syangja,Bhirkot Municipality,1
2020-07-05,4,Tanahu,Byas Municipality,2
2020-07-05,5,Arghakhanchi,Sitganga Municipality,4
2020-07-05,5,Banke,Rapti Sonari Rural Municipality,1
2020-07-05,5,Bardiya,Bardiya National Park National Park,5
2020-07-05,5,Kapilbastu,Buddhabhumi Municipality,2
2020-07-05,5,Nawalparasi West,Sarawal Rural Municipality,1
2020-07-05,5,Pyuthan,Pyuthan Municipality,11
2020-07-05,5,Rupandehi,Siyari Rural Municipality,2
2020-07-05,6,Dailekh,Mahabu Rural Municipality,7
2020-07-05,6,Rukum West,Banfikot Rural Municipality,4
2020-07-05,6,Salyan,Sharada Municipality,16
2020-07-05,6,Surkhet,Birendranagar Municipality,12
2020-07-05,7,Achham,Mangalsen Municipality,1
2020-07-05,7,Baitadi,Patan Municipality,4
2020-07-05,7,Bajura,Gaumul Rural Municipality,20
2020-07-05,7,Dadeldhura,Alital Rural Municipality,9
2020-07-05,7,Doti,Shikhar Municipality,3
2020-07-05,7,Kailali,Gauriganga Municipality,27
2020-07-05,7,Kanchanpur,Shuklaphanta National Park National Park,32
2020-07-06,1,Jhapa,Barhadashi Rural Municipality,5
2020-07-06,1,Khotang,Rupakot Majhuwagadhi Municipality,3
2020-07-06,1,Okhaldhunga,Molung Rural Municipality,3
2020-07-06,1,Sankhuwasabha,Makalu Rural Municipality,1
2020-07-06,1,Sunsari,Ramdhuni Municipality,2
2020-07-06,1,Taplejung,Phaktanglung Rural Municipality,1
2020-07-06,1,Udayapur,Triyuga Municipality,1
2020-07-06,2,Bara,Jitpur Simara Submetropolitan City,1
2020-07-06,2,Rautahat,Brindaban Municipality,6
2020-07-06,2,Saptari,Rupani Rural Municipality,8
2020-07-06,2,Sarlahi,Haripur Municipality,6
2020-07-06,2,Siraha,Dhangadhimai Municipality,3
2020-07-06,3,Bhaktapur,Bhaktapur Municipality,10
2020-07-06,3,Chitwan,Bharatpur Metropolitan City,4
